Plant Species Name,Insect Species Name,DBIF Source,Interaction Frequency
Sonchus arvensis,Botanophila sonchi,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",2
Sonchus arvensis,Celypha rosaceana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sonchus arvensis,Contarinia schlechtendaliana,"Niblett, M.(1948) Entomologist 81 142-144",1
Sonchus arvensis,Cucullia umbratica,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sonchus arvensis,Cystiphora sonchi,() Diptera: Cecidomyiidae Slide Collection  ,1
Sonchus arvensis,Depressaria badiella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sonchus arvensis,Eucosma obumbratana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sonchus arvensis,Eupteryx notata,"Payne, K.(1981) Entomologist's mon. Mag. 117 167-172",1
Sonchus arvensis,Haplothrips hukkineni,"Ward, L.K.(1968) Trans. r. ent. Soc. Lond. 120:18 395-416",1
Sonchus arvensis,Hecatera bicolorata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sonchus arvensis,Hecatera bicolorata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sonchus arvensis,Hyles lineata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sonchus arvensis,Hyperomyzus (Hyperomyzus) pallidus,Anon.(1979) Advis. Leafl. Minist. Agric. Fish. Fd. :176 1-5,1
Sonchus arvensis,Ophiomyia pulicaria,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Sonchus arvensis,Phytomyza syngenesiae,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sonchus arvensis,Tenthredo (Cephaledo) neobesa,"Benson, R.B.(1952) Handbk Ident. Br. Insects VI:2B 51-137",1
Sonchus arvensis,Thrips major,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Sonchus arvensis,Thrips physapus,"Ward, L.K.(1968) Trans. r. ent. Soc. Lond. 120:18 395-416",1
Sonchus arvensis,Thrips validus,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Sonchus arvensis,Thrips vulgatissimus,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Sonchus asper,Celypha rosaceana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sonchus asper,Chromatomyia horticola,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sonchus asper,Contarinia schlechtendaliana,"Niblett, M.(1948) Entomologist 81 142-144",1
Sonchus asper,Craspedolepta sonchi,"Hodkinson, I.D. & White, I.M.(1979) Handbk Ident. Br. Insects II:5A 1-98",1
Sonchus asper,Liriomyza strigata,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Sonchus asper,Ophiomyia cunctata,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Sonchus asper,Ophiomyia pulicaria,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Sonchus asper,Phytomyza marginella,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sonchus asper,Phytomyza syngenesiae,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Sonchus asper,Phytomyza syngenesiae,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sonchus oleraceus,Aceria sonchi,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Sonchus oleraceus,Autographa gamma,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sonchus oleraceus,Botanophila sonchi,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",2
Sonchus oleraceus,Chromatomyia horticola,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sonchus oleraceus,Contarinia schlechtendaliana,"Niblett, M.(1948) Entomologist 81 142-144",1
Sonchus oleraceus,Contarinia schlechtendaliana,"Bagnall, R.S. & Heslop Harrison, J.W.(1924) Entomologist's Rec. J. Var. 36 36-38",1
Sonchus oleraceus,Craspedolepta sonchi,"Hodkinson, I.D. & White, I.M.(1979) Handbk Ident. Br. Insects II:5A 1-98",1
Sonchus oleraceus,Cucullia umbratica,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sonchus oleraceus,Cucullia umbratica,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sonchus oleraceus,Cystiphora leontodontis,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sonchus oleraceus,Cystiphora sonchi,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sonchus oleraceus,Hecatera bicolorata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sonchus oleraceus,Hecatera bicolorata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sonchus oleraceus,Liriomyza strigata,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Sonchus oleraceus,Liriomyza strigata,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sonchus oleraceus,Ophiomyia beckeri,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Sonchus oleraceus,Papestra biren,"Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288",1
Sonchus oleraceus,Phytoliriomyza arctica,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Sonchus oleraceus,Phytomyza marginella,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Sonchus oleraceus,Phytomyza syngenesiae,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sonchus oleraceus,Phytomyza syngenesiae,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Sonchus oleraceus,Timandra comae,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sonchus palustris,Cucullia umbratica,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus aria,Acanthosoma haemorrhoidale,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Sorbus aria,Alebra wahlbergi,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Sorbus aria,Alnetoidia alneti,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Sorbus aria,Argyresthia conjugella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aria,Argyresthia sorbiella,"Agassiz, D.J.L.(1987) Proc. and Trans. Br. entomol. and natur. Hist. Soc. 0020:0001 0001-0026",1
Sorbus aria,Argyresthia sorbiella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aria,Cacopsylla albipes,"Hodkinson, I.D. & White, I.M.(1979) Handbk Ident. Br. Insects II:5A 1-98",1
Sorbus aria,Choreutis pariana,"Shaw, M.R.(1984) Entomologist's Gaz. 35:1 41-44",1
Sorbus aria,Coleophora serratella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aria,Contarinia floriperda,"Bagnall, R.S. & Heslop Harrison, J.W.(1921) Entomologist's Rec. J. Var. 33 166-169",1
Sorbus aria,Contarinia floriperda,"Buhr, H. (1965) Bestimmungstabellen der gallen (zoo-und phytoCecidien) an pflanzen Mittel-und NordEuropas 2 762-1572",1
Sorbus aria,Contarinia floriperda,"Barnes, H.F. (1951) Gall midges of economic importance. Trees. 5 1-270",1
Sorbus aria,Cydia pomonella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aria,Edwardsiana frustrator,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Sorbus aria,Edwardsiana rosae,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Sorbus aria,Edwardsiana rosae,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Sorbus aria,Eriophyes arianus,"Massee, A.M. (1965) Acarina: Eriophyidae  ",1
Sorbus aria,Eriophyes pyri,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Sorbus aria,Fagocyba cruenta,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Sorbus aria,Fagocyba cruenta,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Sorbus aria,Hoplocampa ariae,"Benson, R.B.(1958) Handbk Ident. Br. Insects VI:2C 139-252",1
Sorbus aria,Nymphalis polychloros,"Howarth, T.G. (1973) South's British Butterflies  1-210",1
Sorbus aria,Nymphalis polychloros,"Dennis, R.L.H. (1977) The British Butterflies their Origin and Establishment  1-318",1
Sorbus aria,Nymphalis polychloros,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus aria,Nymphalis polychloros,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aria,Opisthograptis luteolata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus aria,Opisthograptis luteolata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aria,Paraswammerdamia nebulella,"Agassiz, D.J.L.(1987) Proc. and Trans. Br. entomol. and natur. Hist. Soc. 0020:0001 0001-0026",1
Sorbus aria,Parornix scoticella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aria,Phalera bucephala,"West, B.K.(1982) Entomologist's Rec. J. Var. 94 198-199",1
Sorbus aria,Phyllonorycter mespilella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aria,Physatocheila dumetorum,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Sorbus aria,Ribautiana cruciata,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Sorbus aria,Ribautiana ulmi,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Sorbus aria,Scolytus mali,"Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77",1
Sorbus aria,Spilosoma lutea,"Shaw, M.R.(1985) Entomologist's Rec. J. Var. 97 31-32",1
Sorbus aria,Torymus druparum,"Winter, T.G.(1978) Entomologist's mon. Mag. 114 24-24",1
Sorbus aucuparia,Acasis viretata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus aucuparia,Acronicta alni,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aucuparia,Allophyes oxyacanthae,"West, B.K.(1987) Entomologist's Rec. J. Var. 0099 0041-0041",1
Sorbus aucuparia,Alnetoidia alneti,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Sorbus aucuparia,Anthonomus (Anthonomus) conspersus,"Morris, M.G.(1976) Entomologist's mon. Mag. 112 19-40",1
Sorbus aucuparia,Aphis (Aphis) pomi,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Sorbus aucuparia,Arctia caja,"Shaw, M.R.(1985) Entomologist's Rec. J. Var. 97 31-32",1
Sorbus aucuparia,Argyresthia conjugella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Argyresthia semifusca,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Argyresthia sorbiella,"Agassiz, D.J.L.(1987) Proc. and Trans. Br. entomol. and natur. Hist. Soc. 0020:0001 0001-0026",1
Sorbus aucuparia,Argyresthia sorbiella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Cacopsylla albipes,"Hodkinson, I.D. & White, I.M.(1979) Handbk Ident. Br. Insects II:5A 1-98",1
Sorbus aucuparia,Caliroa cerasi,Anon.(1972) Advis. Leafl. Minist. Agric. Fish. Fd. :84 -,1
Sorbus aucuparia,Capua vulgana,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sorbus aucuparia,Choreutis pariana,"Shaw, M.R.(1984) Entomologist's Gaz. 35:1 41-44",1
Sorbus aucuparia,Cilix glaucata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aucuparia,Cilix glaucata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus aucuparia,Cladius (Priophorus) brullei,"Benson, R.B.(1958) Handbk Ident. Br. Insects VI:2C 139-252",1
Sorbus aucuparia,Coleophora serratella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Contarinia floriperda,"Bagnall, R.S. & Heslop Harrison, J.W.(1921) Entomologist's Rec. J. Var. 33 166-169",1
Sorbus aucuparia,Contarinia floriperda,"Barnes, H.F. (1951) Gall midges of economic importance. Trees. 5 1-270",1
Sorbus aucuparia,Contarinia floriperda,"Buhr, H. (1965) Bestimmungstabellen der gallen (zoo-und phytoCecidien) an pflanzen Mittel-und NordEuropas 2 762-1572",1
Sorbus aucuparia,Dineura testaceipes,"Liston, A.D.(1980) Entomologist's mon. Mag. 115 239-243",1
Sorbus aucuparia,Dineura testaceipes,"Benson, R.B.(1958) Handbk Ident. Br. Insects VI:2C 139-252",1
Sorbus aucuparia,Dysaphis (Pomaphis) sorbi,"Stroyan, H.L.G. (1957) The British species of <Sappaphis> Matsumura :No 1 1-59",1
Sorbus aucuparia,Edwardsiana crataegi,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Sorbus aucuparia,Edwardsiana lanternae,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Sorbus aucuparia,Edwardsiana rosae,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Sorbus aucuparia,Edwardsiana rosae,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Sorbus aucuparia,Edwardsiana rosae,"Claridge, M.F. & Wilson, M.R.(1978) Oecologia 37 247-255",1
Sorbus aucuparia,Eriophyes pyri,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Sorbus aucuparia,Eriophyes pyri,"Massee, A.M. (1965) Acarina: Eriophyidae  ",1
Sorbus aucuparia,Eulithis testata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus aucuparia,Eulithis testata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aucuparia,Eupithecia exiguata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aucuparia,Eupithecia exiguata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus aucuparia,Eupithecia irriguata,Brit. Ent. and Nat. Hist. Soc. (1981) An identification guide to the British pugs. Lepidoptera Geometridae  1-42,1
Sorbus aucuparia,Fagocyba cruenta,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Sorbus aucuparia,Gonioctena pallida,"Cox, M.L. (1976) The taxonomy and biology of the British Chrysomelidae 2 141-375",1
Sorbus aucuparia,Grammoptera ruficornis,"Duffy, E.A.J. (1953) A monograph of the immature stages of British and imported timber beetles (Cerambycidae)  1-350",1
Sorbus aucuparia,Gymnoscelis rufifasciata,Brit. Ent. and Nat. Hist. Soc. (1981) An identification guide to the British pugs. Lepidoptera Geometridae  1-42,1
Sorbus aucuparia,Gymnoscelis rufifasciata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus aucuparia,Hoplocampa alpina,"Benson, R.B.(1958) Handbk Ident. Br. Insects VI:2C 139-252",1
Sorbus aucuparia,Hydrelia flammeolaria,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus aucuparia,Lacanobia contigua,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aucuparia,Lasiocampa quercus,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aucuparia,"Leiopus nebulosus sens. lat., pre 2009","Duffy, E.A.J. (1953) A monograph of the immature stages of British and imported timber beetles (Cerambycidae)  1-350",1
Sorbus aucuparia,Leucoptera malifoliella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Leucoptera malifoliella,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sorbus aucuparia,Lygocoris (Neolygus) viridis,"Woodroffe, G.E.(1973) Entomologist's mon. Mag. 109 223-225",1
Sorbus aucuparia,Lyonetia clerkella,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sorbus aucuparia,Megastigmus brevicaudis,"Askew, R.R. & Shaw, M.R.(1979) Publ. Lancs. & Cheshire Fauna Soc. 75 19-20",1
Sorbus aucuparia,Noctua fimbriata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aucuparia,Opisthograptis luteolata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus aucuparia,Opisthograptis luteolata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aucuparia,Panonychus ulmi,"Jeppson, L.R. et al. (1975) Mites Injurious to Economic Plants  1-614",1
Sorbus aucuparia,Paraswammerdamia nebulella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Parornix scoticella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Phalera bucephala,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aucuparia,Phalera bucephala,"West, B.K.(1982) Entomologist's Rec. J. Var. 94 198-199",1
Sorbus aucuparia,Phalera bucephala,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus aucuparia,Phenacoccus aceris,"Williams, D.J.(1962) Bull. Br. Mus. nat. Hist., B. 12:1 1-79",1
Sorbus aucuparia,Phyllocoptes aucupariae,"Massee, A.M. (1965) Acarina: Eriophyidae  ",1
Sorbus aucuparia,Phyllocoptes sorbeus,"Spooner, B.M.(1986) Cecidol. 1:1 13-14",1
Sorbus aucuparia,Phyllonorycter lantanella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Phyllonorycter mespilella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Phyllonorycter sorbi,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Pogonocherus hispidus,"Duffy, E.A.J. (1953) A monograph of the immature stages of British and imported timber beetles (Cerambycidae)  1-350",1
Sorbus aucuparia,Pristiphora (Pristiphora) geniculata,"Benson, R.B.(1958) Handbk Ident. Br. Insects VI:2C 139-252",1
Sorbus aucuparia,Psylla sorbi,"Hodkinson, I.D. & White, I.M.(1979) Handbk Ident. Br. Insects II:5A 1-98",1
Sorbus aucuparia,Pulvinaria vitis,() Hemiptera: Coccoidea Slide Collection  ,1
Sorbus aucuparia,Pulvinaria vitis,"Boratynski, K. & Dicker, G.H.L.(1979) Advis. Leafl. Minist. Agric. Fish. Fd. :88 1-7",1
Sorbus aucuparia,Rhagium (Hagrium) bifasciatum,"Duffy, E.A.J. (1953) A monograph of the immature stages of British and imported timber beetles (Cerambycidae)  1-350",1
Sorbus aucuparia,Rhagium (Megarhagium) mordax,"Duffy, E.A.J. (1953) A monograph of the immature stages of British and imported timber beetles (Cerambycidae)  1-350",1
Sorbus aucuparia,Saperda scalaris,"Duffy, E.A.J. (1953) A monograph of the immature stages of British and imported timber beetles (Cerambycidae)  1-350",1
Sorbus aucuparia,Saturnia pavonia,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aucuparia,Semioscopis steinkellneriana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Sphinx ligustri,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus aucuparia,Stigmella magdalenae,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Stigmella nylandriella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Stigmella sorbi,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus aucuparia,Tenthredo (Tenthredella) fagi,"Benson, R.B.(1952) Handbk Ident. Br. Insects VI:2B 51-137",1
Sorbus aucuparia,Tortrix viridana,"Hussey, N.W.(1956) Leafl. For. Commn 10 1-7",1
Sorbus aucuparia,Trichiosoma sorbi,"Benson, R.B.(1951) Handbk Ident. Br. Insects VI:2A 1-49",1
Sorbus aucuparia,Venusia cambrica,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus aucuparia,Venusia cambrica,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus intermedia,Alebra wahlbergi,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Sorbus intermedia,Choreutis pariana,"Shaw, M.R.(1984) Entomologist's Gaz. 35:1 41-44",1
Sorbus intermedia,Torymus druparum,Forestry Commission(1979) Q. Jl. For. 73:1 47-48,1
Sorbus intermedia,Torymus druparum,"Winter, T.G.(1978) Entomologist's mon. Mag. 114 24-24",1
Sorbus torminalis,Anthonomus (Anthonomus) chevrolati,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Sorbus torminalis,Anthonomus (Anthonomus) conspersus,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Sorbus torminalis,Caliroa cerasi,"Ward, L.K. (1984-10-10) Hymenoptera: Tenthredinidae  ",1
Sorbus torminalis,Dysaphis (Pomaphis) aucupariae,"Stroyan, H.L.G. (1957) The British species of <Sappaphis> Matsumura :No 1 1-59",1
Sorbus torminalis,Eriophyes pyri,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Sorbus torminalis,Lyonetia clerkella,"Robbins, J. (1984-04-02) Leaf miners  ",1
Sorbus torminalis,Opisthograptis luteolata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sorbus torminalis,Opisthograptis luteolata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sorbus torminalis,Parornix anglicella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus torminalis,Phyllonorycter mespilella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus torminalis,Stigmella torminalis,"Schoorl, J.W. et al(1985) Syst. entomol. 10 65-103",1
Sorbus torminalis,Stigmella torminalis,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Sorbus torminalis,Torymus druparum,"Winter, T.G.(1978) Entomologist's mon. Mag. 114 24-24",1
Sorbus torminalis,Torymus druparum,Forestry Commission(1979) Q. Jl. For. 73:1 47-48,1
Sparganium emersum,Donacia sparganii,"Parry, J.A(1979) Entomologist's Rec. J. Var. 91 323-326",1
Sparganium emersum,Plusia festucae,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sparganium emersum,Plusia putnami,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sparganium erectum,Globia algae,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sparganium erectum,Globia sparganii,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sparganium erectum,Globia sparganii,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Sparganium erectum,Laelia coenosa,"Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288",1
Sparganium erectum,Laelia coenosa,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sparganium erectum,Nonagria typhae,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Sparganium erectum,Notaris aethiops,"Read, R.W.J.(1981) Entomologist's Rec. J. Var. 93 73-74",1
Sparganium erectum,Plusia festucae,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sparganium erectum,Plusia putnami,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Sparganium erectum,Rhopalosiphum nymphaeae,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Spartina maritima,Agriphila selasella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Spartina maritima,Sipha (Sipha) littoralis,"Stroyan, H.L.G.(1977) Handbk Ident. Br. Insects II:4(A) 1-130",1
Spartium junceum,Hylastinus obscurus,"Munro, J.W.(1926) Bull. For. Commn, Lond. 8 1-77",1
Spergula arvensis,Euxoa tritici,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Spergularia marina,Sibinia arenariae,"Allen, A.A.(1985) Entomologist's Rec. J. Var. 97 36-36",1
Spergularia media,Sibinia arenariae,"Allen, A.A.(1985) Entomologist's Rec. J. Var. 97 36-36",1
Spergularia rubra,Hadena luteago,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Spergularia rubra,Heliothis peltigera,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Spergularia rupicola,Hadena luteago,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Spinacia oleracea,Amauromyza flavifrons,"Spencer, K.A. (1973) Agromyzidae (Diptera) of Economic Importance  1-418",1
Spinacia oleracea,Amauromyza flavifrons,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Spinacia oleracea,Atomaria (Atomaria) linearis,"Dunning, R.A.(1973) Advis. Leafl. Minist. Agric. Fish. Fd. :589 1-5",2
