"SPECIES","YEAR","NSITES","TR0OBS","TRMOBS","TR0SE","TIME_PERIOD","COUNTRY","SITES"
102,2007,58,1.89,1.63,0.0549,"1976-2021","England","All"
102,2008,63,2.08,1.82,0.0547,"1976-2021","England","All"
102,2009,69,2.34,2.08,0.0545,"1976-2021","England","All"
102,2010,73,2.27,2.02,0.0545,"1976-2021","England","All"
102,2011,67,2.29,2.03,0.0545,"1976-2021","England","All"
102,2012,69,1.97,1.72,0.0547,"1976-2021","England","All"
102,2013,79,2.26,2,0.0545,"1976-2021","England","All"
102,2014,87,2.15,1.89,0.0545,"1976-2021","England","All"
102,2015,98,2.12,1.86,0.0545,"1976-2021","England","All"
102,2016,98,2.22,1.96,0.0545,"1976-2021","England","All"
102,2017,107,2.22,1.97,0.0545,"1976-2021","England","All"
102,2018,114,2.44,2.18,0.0544,"1976-2021","England","All"
102,2019,124,2.36,2.1,0.0544,"1976-2021","England","All"
102,2020,116,2.47,2.21,0.0544,"1976-2021","England","All"
102,2021,122,2.47,2.21,0.0544,"1976-2021","England","All"
104,1976,32,2,1.66,0.0452,"1976-2021","England","All"
104,1977,41,1.53,1.2,0.064,"1976-2021","England","All"
104,1978,44,1.81,1.47,0.048,"1976-2021","England","All"
104,1979,55,2.06,1.72,0.0407,"1976-2021","England","All"
104,1980,64,2.06,1.73,0.0396,"1976-2021","England","All"
104,1981,66,2.02,1.68,0.0402,"1976-2021","England","All"
104,1982,70,2.55,2.21,0.0339,"1976-2021","England","All"
104,1983,79,2.33,1.99,0.0358,"1976-2021","England","All"
104,1984,90,2.19,1.85,0.0357,"1976-2021","England","All"
104,1985,100,2.21,1.87,0.0349,"1976-2021","England","All"
104,1986,109,2.37,2.03,0.0335,"1976-2021","England","All"
104,1987,131,2.39,2.05,0.033,"1976-2021","England","All"
104,1988,152,2.17,1.83,0.0339,"1976-2021","England","All"
104,1989,185,2.46,2.12,0.0324,"1976-2021","England","All"
104,1990,212,2.42,2.08,0.0324,"1976-2021","England","All"
104,1991,237,2.54,2.21,0.0321,"1976-2021","England","All"
104,1992,267,2.46,2.12,0.0321,"1976-2021","England","All"
104,1993,282,1.97,1.63,0.0339,"1976-2021","England","All"
104,1994,312,1.96,1.62,0.0335,"1976-2021","England","All"
104,1995,371,2.41,2.07,0.0319,"1976-2021","England","All"
104,1996,402,2.33,1.99,0.0319,"1976-2021","England","All"
104,1997,439,2.5,2.16,0.0316,"1976-2021","England","All"
104,1998,448,2.25,1.92,0.032,"1976-2021","England","All"
104,1999,468,2.35,2.02,0.0318,"1976-2021","England","All"
104,2000,512,2.52,2.19,0.0316,"1976-2021","England","All"
104,2001,467,2.51,2.17,0.0317,"1976-2021","England","All"
104,2002,564,2.43,2.09,0.0316,"1976-2021","England","All"
104,2003,620,2.62,2.28,0.0314,"1976-2021","England","All"
104,2004,607,2.49,2.16,0.0316,"1976-2021","England","All"
104,2005,629,2.49,2.15,0.0316,"1976-2021","England","All"
104,2006,677,2.61,2.27,0.0315,"1976-2021","England","All"
104,2007,840,2.33,2,0.0317,"1976-2021","England","All"
104,2008,857,2.44,2.1,0.0316,"1976-2021","England","All"
104,2009,1301,2.67,2.33,0.0314,"1976-2021","England","All"
104,2010,1305,2.52,2.19,0.0315,"1976-2021","England","All"
104,2011,1316,2.37,2.03,0.0316,"1976-2021","England","All"
104,2012,1375,2.27,1.94,0.0317,"1976-2021","England","All"
104,2013,1506,2.49,2.16,0.0315,"1976-2021","England","All"
104,2014,1602,2.4,2.07,0.0315,"1976-2021","England","All"
104,2015,1714,2.45,2.11,0.0314,"1976-2021","England","All"
104,2016,1784,2.32,1.99,0.0315,"1976-2021","England","All"
104,2017,1930,2.61,2.27,0.0313,"1976-2021","England","All"
104,2018,2026,2.44,2.11,0.0314,"1976-2021","England","All"
104,2019,2154,2.43,2.09,0.0314,"1976-2021","England","All"
104,2020,1829,2.42,2.08,0.0315,"1976-2021","England","All"
104,2021,2082,2.32,1.99,0.0315,"1976-2021","England","All"
106,1976,32,2,2.39,0.017,"1976-2021","England","All"
106,1977,45,1.36,1.76,0.0205,"1976-2021","England","All"
106,1978,48,1.25,1.64,0.0202,"1976-2021","England","All"
106,1979,59,1.66,2.05,0.017,"1976-2021","England","All"
106,1980,68,1.65,2.04,0.0167,"1976-2021","England","All"
106,1981,70,1.46,1.85,0.0172,"1976-2021","England","All"
106,1982,76,1.71,2.1,0.0164,"1976-2021","England","All"
106,1983,85,1.85,2.24,0.0161,"1976-2021","England","All"
106,1984,96,1.9,2.29,0.016,"1976-2021","England","All"
106,1985,106,1.51,1.9,0.0165,"1976-2021","England","All"
106,1986,115,1.47,1.86,0.0166,"1976-2021","England","All"
106,1987,139,1.51,1.9,0.0163,"1976-2021","England","All"
106,1988,161,1.55,1.94,0.0162,"1976-2021","England","All"
106,1989,189,1.76,2.15,0.0159,"1976-2021","England","All"
106,1990,219,1.84,2.23,0.0158,"1976-2021","England","All"
106,1991,246,1.63,2.02,0.0159,"1976-2021","England","All"
106,1992,269,1.66,2.05,0.0158,"1976-2021","England","All"
106,1993,296,1.48,1.87,0.016,"1976-2021","England","All"
106,1994,326,1.67,2.06,0.0158,"1976-2021","England","All"
106,1995,382,1.74,2.13,0.0158,"1976-2021","England","All"
106,1996,418,1.84,2.23,0.0157,"1976-2021","England","All"
106,1997,444,1.82,2.21,0.0157,"1976-2021","England","All"
106,1998,453,1.44,1.83,0.0159,"1976-2021","England","All"
106,1999,478,1.53,1.92,0.0158,"1976-2021","England","All"
106,2000,511,1.55,1.94,0.0158,"1976-2021","England","All"
106,2001,488,1.47,1.86,0.0159,"1976-2021","England","All"
106,2002,558,1.55,1.95,0.0158,"1976-2021","England","All"
106,2003,618,1.84,2.24,0.0157,"1976-2021","England","All"
106,2004,609,1.69,2.08,0.0157,"1976-2021","England","All"
106,2005,636,1.63,2.02,0.0157,"1976-2021","England","All"
106,2006,684,1.76,2.15,0.0157,"1976-2021","England","All"
106,2007,826,1.2,1.59,0.016,"1976-2021","England","All"
106,2008,837,1.35,1.75,0.0158,"1976-2021","England","All"
106,2009,1262,1.59,1.98,0.0157,"1976-2021","England","All"
106,2010,1274,1.98,2.37,0.0157,"1976-2021","England","All"
106,2011,1278,1.6,1.99,0.0157,"1976-2021","England","All"
106,2012,1314,1.15,1.54,0.016,"1976-2021","England","All"
106,2013,1443,1.66,2.05,0.0157,"1976-2021","England","All"
106,2014,1535,1.67,2.06,0.0157,"1976-2021","England","All"
106,2015,1651,1.65,2.04,0.0157,"1976-2021","England","All"
106,2016,1714,1.31,1.7,0.0158,"1976-2021","England","All"
106,2017,1858,1.6,1.99,0.0157,"1976-2021","England","All"
106,2018,1970,1.92,2.31,0.0156,"1976-2021","England","All"
106,2019,2078,1.56,1.95,0.0157,"1976-2021","England","All"
106,2020,1759,1.5,1.89,0.0157,"1976-2021","England","All"
106,2021,2011,1.46,1.85,0.0157,"1976-2021","England","All"
110,1976,15,2,2.6,0.245,"1976-2021","England","All"
110,1977,19,1.73,2.33,0.247,"1976-2021","England","All"
110,1978,20,1.43,2.03,0.249,"1976-2021","England","All"
110,1979,27,1.39,1.99,0.247,"1976-2021","England","All"
110,1980,30,1.53,2.13,0.245,"1976-2021","England","All"
110,1981,32,1.26,1.86,0.247,"1976-2021","England","All"
110,1982,34,1.3,1.9,0.245,"1976-2021","England","All"
110,1983,38,1.4,2,0.245,"1976-2021","England","All"
110,1984,44,1.37,1.97,0.245,"1976-2021","England","All"
110,1985,50,1.6,2.2,0.244,"1976-2021","England","All"
110,1986,57,1.45,2.05,0.244,"1976-2021","England","All"
110,1987,72,1.51,2.1,0.244,"1976-2021","England","All"
110,1988,88,1.4,2,0.244,"1976-2021","England","All"
110,1989,105,1.25,1.84,0.244,"1976-2021","England","All"
110,1990,117,1.52,2.12,0.243,"1976-2021","England","All"
110,1991,131,1.56,2.16,0.243,"1976-2021","England","All"
110,1992,138,1.42,2.02,0.243,"1976-2021","England","All"
110,1993,149,1.38,1.98,0.243,"1976-2021","England","All"
110,1994,161,1.29,1.89,0.243,"1976-2021","England","All"
110,1995,185,1.39,1.99,0.243,"1976-2021","England","All"
110,1996,200,1.53,2.13,0.243,"1976-2021","England","All"
110,1997,208,1.83,2.43,0.243,"1976-2021","England","All"
110,1998,221,1.48,2.08,0.243,"1976-2021","England","All"
110,1999,228,1.37,1.96,0.243,"1976-2021","England","All"
110,2000,239,1.33,1.93,0.243,"1976-2021","England","All"
110,2001,228,1.29,1.89,0.243,"1976-2021","England","All"
110,2002,253,1.48,2.08,0.243,"1976-2021","England","All"
110,2003,268,1.24,1.84,0.243,"1976-2021","England","All"
110,2004,261,1.35,1.94,0.243,"1976-2021","England","All"
110,2005,262,1.36,1.96,0.243,"1976-2021","England","All"
110,2006,272,1.24,1.84,0.243,"1976-2021","England","All"
110,2007,281,1.33,1.93,0.243,"1976-2021","England","All"
110,2008,298,1.21,1.81,0.243,"1976-2021","England","All"
110,2009,306,1.34,1.94,0.243,"1976-2021","England","All"
110,2010,299,1.4,2,0.243,"1976-2021","England","All"
110,2011,310,1.61,2.21,0.243,"1976-2021","England","All"
110,2012,292,1.47,2.07,0.243,"1976-2021","England","All"
110,2013,311,1.22,1.82,0.243,"1976-2021","England","All"
110,2014,324,1.3,1.9,0.243,"1976-2021","England","All"
110,2015,368,1.23,1.83,0.243,"1976-2021","England","All"
110,2016,372,1.19,1.79,0.243,"1976-2021","England","All"
110,2017,381,1.16,1.75,0.243,"1976-2021","England","All"
110,2018,403,1.27,1.87,0.243,"1976-2021","England","All"
110,2019,418,1.31,1.91,0.243,"1976-2021","England","All"
110,2020,373,1.4,2,0.243,"1976-2021","England","All"
110,2021,404,1.32,1.92,0.243,"1976-2021","England","All"
112,1995,10,2,1.91,0.238,"1976-2021","England","All"
112,1996,10,2.17,2.08,0.231,"1976-2021","England","All"
112,1997,11,1.62,1.54,0.259,"1976-2021","England","All"
112,1998,10,1.48,1.4,0.273,"1976-2021","England","All"
112,1999,11,1.47,1.38,0.242,"1976-2021","England","All"
112,2000,10,1.93,1.84,0.228,"1976-2021","England","All"
112,2001,9,1.9,1.81,0.228,"1976-2021","England","All"
112,2002,11,2.07,1.99,0.233,"1976-2021","England","All"
112,2003,12,1.8,1.71,0.231,"1976-2021","England","All"
112,2004,13,2.22,2.13,0.224,"1976-2021","England","All"
112,2005,13,1.93,1.84,0.228,"1976-2021","England","All"
112,2006,13,2.35,2.26,0.222,"1976-2021","England","All"
112,2007,15,2.28,2.19,0.223,"1976-2021","England","All"
112,2008,15,2,1.91,0.226,"1976-2021","England","All"
112,2009,16,2.16,2.07,0.224,"1976-2021","England","All"
112,2010,16,2.55,2.47,0.221,"1976-2021","England","All"
112,2011,16,2.2,2.11,0.224,"1976-2021","England","All"
112,2012,15,0.96,0.87,0.378,"1976-2021","England","All"
112,2013,16,1.54,1.46,0.275,"1976-2021","England","All"
112,2014,16,1.94,1.86,0.237,"1976-2021","England","All"
112,2015,15,2.25,2.17,0.228,"1976-2021","England","All"
112,2016,15,2.21,2.12,0.232,"1976-2021","England","All"
112,2017,16,2.23,2.14,0.228,"1976-2021","England","All"
112,2018,15,3.22,3.14,0.22,"1976-2021","England","All"
112,2019,15,2.94,2.85,0.221,"1976-2021","England","All"
112,2020,13,2.35,2.27,0.227,"1976-2021","England","All"
112,2021,14,2.56,2.48,0.223,"1976-2021","England","All"
113,1976,16,2,3.4,0.159,"1976-2021","England","All"
113,1977,21,0.35,1.75,0.202,"1976-2021","England","All"
113,1978,21,0.89,2.29,0.167,"1976-2021","England","All"
113,1979,26,1.11,2.51,0.162,"1976-2021","England","All"
113,1980,26,0.62,2.02,0.173,"1976-2021","England","All"
113,1981,28,0.08,1.49,0.211,"1976-2021","England","All"
113,1982,30,0.32,1.72,0.193,"1976-2021","England","All"
113,1983,30,1.02,2.42,0.163,"1976-2021","England","All"
113,1984,33,1.47,2.87,0.157,"1976-2021","England","All"
113,1985,34,1.05,2.46,0.16,"1976-2021","England","All"
113,1986,38,1.14,2.54,0.159,"1976-2021","England","All"
113,1987,41,0.81,2.21,0.164,"1976-2021","England","All"
113,1988,47,0.62,2.02,0.167,"1976-2021","England","All"
113,1989,54,0.79,2.19,0.163,"1976-2021","England","All"
113,1990,65,0.36,1.76,0.173,"1976-2021","England","All"
113,1991,70,0.79,2.19,0.16,"1976-2021","England","All"
113,1992,74,0.84,2.24,0.16,"1976-2021","England","All"
113,1993,85,0.85,2.25,0.159,"1976-2021","England","All"
113,1994,95,0.65,2.06,0.16,"1976-2021","England","All"
113,1995,104,0.81,2.21,0.158,"1976-2021","England","All"
113,1996,120,1.01,2.41,0.157,"1976-2021","England","All"
113,1997,124,0.44,1.84,0.162,"1976-2021","England","All"
113,1998,127,0.31,1.72,0.162,"1976-2021","England","All"
113,1999,134,0.06,1.46,0.167,"1976-2021","England","All"
113,2000,145,0.37,1.77,0.161,"1976-2021","England","All"
113,2001,140,0.41,1.81,0.162,"1976-2021","England","All"
113,2002,155,0.26,1.67,0.164,"1976-2021","England","All"
113,2003,167,0.24,1.64,0.164,"1976-2021","England","All"
113,2004,170,0.44,1.84,0.162,"1976-2021","England","All"
113,2005,175,0.52,1.92,0.16,"1976-2021","England","All"
113,2006,170,0.64,2.04,0.159,"1976-2021","England","All"
113,2007,176,0.47,1.87,0.162,"1976-2021","England","All"
113,2008,183,0.28,1.68,0.166,"1976-2021","England","All"
113,2009,213,0.42,1.83,0.163,"1976-2021","England","All"
113,2010,217,0.62,2.02,0.159,"1976-2021","England","All"
113,2011,218,0.58,1.98,0.159,"1976-2021","England","All"
113,2012,220,0.05,1.45,0.166,"1976-2021","England","All"
113,2013,242,0.31,1.71,0.16,"1976-2021","England","All"
113,2014,263,0.31,1.71,0.161,"1976-2021","England","All"
113,2015,284,0.31,1.72,0.16,"1976-2021","England","All"
113,2016,292,0.15,1.56,0.162,"1976-2021","England","All"
113,2017,319,0.47,1.87,0.158,"1976-2021","England","All"
113,2018,323,0.74,2.14,0.157,"1976-2021","England","All"
113,2019,334,0.52,1.92,0.158,"1976-2021","England","All"
113,2020,280,0.54,1.94,0.158,"1976-2021","England","All"
113,2021,323,0.46,1.86,0.158,"1976-2021","England","All"
115,1983,9,2,1.47,0.509,"1976-2021","England","All"
115,1984,10,2.64,2.12,0.477,"1976-2021","England","All"
115,1985,11,2.62,2.09,0.478,"1976-2021","England","All"
115,1986,12,2.62,2.09,0.477,"1976-2021","England","All"
115,1987,12,2.3,1.77,0.485,"1976-2021","England","All"
115,1988,17,2.44,1.91,0.481,"1976-2021","England","All"
115,1989,21,2.51,1.98,0.478,"1976-2021","England","All"
115,1990,26,2.7,2.17,0.475,"1976-2021","England","All"
115,1991,30,2.72,2.19,0.475,"1976-2021","England","All"
115,1992,31,2.52,1.99,0.478,"1976-2021","England","All"
115,1993,36,2.42,1.89,0.479,"1976-2021","England","All"
115,1994,43,2.45,1.92,0.478,"1976-2021","England","All"
115,1995,49,3.17,2.64,0.472,"1976-2021","England","All"
115,1996,50,2.88,2.35,0.474,"1976-2021","England","All"
115,1997,52,2.31,1.79,0.479,"1976-2021","England","All"
115,1998,57,2.64,2.11,0.474,"1976-2021","England","All"
115,1999,51,2.74,2.21,0.473,"1976-2021","England","All"
115,2000,58,2.69,2.16,0.474,"1976-2021","England","All"
115,2001,58,2.63,2.1,0.474,"1976-2021","England","All"
115,2002,73,2.28,1.76,0.477,"1976-2021","England","All"
115,2003,81,2.54,2.02,0.474,"1976-2021","England","All"
115,2004,77,2.48,1.95,0.475,"1976-2021","England","All"
115,2005,84,2.6,2.07,0.473,"1976-2021","England","All"
115,2006,80,2.43,1.9,0.475,"1976-2021","England","All"
115,2007,84,2.21,1.68,0.478,"1976-2021","England","All"
115,2008,97,2.41,1.88,0.475,"1976-2021","England","All"
115,2009,108,2.33,1.8,0.475,"1976-2021","England","All"
115,2010,108,2.48,1.95,0.474,"1976-2021","England","All"
115,2011,110,2.38,1.85,0.474,"1976-2021","England","All"
115,2012,112,2.42,1.89,0.473,"1976-2021","England","All"
115,2013,116,2.46,1.93,0.473,"1976-2021","England","All"
115,2014,124,2.48,1.95,0.472,"1976-2021","England","All"
115,2015,137,2.63,2.1,0.472,"1976-2021","England","All"
115,2016,149,2.5,1.98,0.471,"1976-2021","England","All"
115,2017,183,2.48,1.96,0.471,"1976-2021","England","All"
115,2018,190,2.49,1.96,0.471,"1976-2021","England","All"
115,2019,191,2.63,2.1,0.471,"1976-2021","England","All"
115,2020,165,2.51,1.99,0.471,"1976-2021","England","All"
115,2021,170,2.84,2.31,0.471,"1976-2021","England","All"
116,1976,19,2,2.87,0.101,"1976-2021","England","All"
116,1977,23,1.14,2.01,0.122,"1976-2021","England","All"
116,1978,26,1.41,2.28,0.108,"1976-2021","England","All"
116,1979,33,1.13,2,0.114,"1976-2021","England","All"
116,1980,36,0.99,1.85,0.119,"1976-2021","England","All"
116,1981,37,1.79,2.66,0.0968,"1976-2021","England","All"
116,1982,39,1.13,2,0.11,"1976-2021","England","All"
116,1983,45,1.68,2.55,0.0973,"1976-2021","England","All"
116,1984,54,1.31,2.18,0.0994,"1976-2021","England","All"
116,1985,59,0.66,1.53,0.102,"1976-2021","England","All"
116,1986,66,0.64,1.5,0.101,"1976-2021","England","All"
116,1987,78,0.65,1.52,0.101,"1976-2021","England","All"
116,1988,90,0.47,1.33,0.103,"1976-2021","England","All"
116,1989,105,0.85,1.71,0.0977,"1976-2021","England","All"
116,1990,121,1.02,1.89,0.0951,"1976-2021","England","All"
116,1991,139,1.04,1.91,0.0949,"1976-2021","England","All"
116,1992,160,1.16,2.02,0.0944,"1976-2021","England","All"
116,1993,166,1.18,2.05,0.0945,"1976-2021","England","All"
116,1994,185,1.14,2.01,0.0944,"1976-2021","England","All"
116,1995,214,1.29,2.16,0.0941,"1976-2021","England","All"
116,1996,244,1.28,2.15,0.094,"1976-2021","England","All"
116,1997,256,1.27,2.14,0.094,"1976-2021","England","All"
116,1998,272,1.34,2.21,0.094,"1976-2021","England","All"
116,1999,271,1.29,2.16,0.094,"1976-2021","England","All"
116,2000,286,1.28,2.15,0.094,"1976-2021","England","All"
116,2001,269,1.13,1.99,0.0944,"1976-2021","England","All"
116,2002,299,1.38,2.25,0.094,"1976-2021","England","All"
116,2003,323,1.03,1.89,0.0945,"1976-2021","England","All"
116,2004,321,1.28,2.15,0.094,"1976-2021","England","All"
116,2005,333,1.03,1.9,0.0944,"1976-2021","England","All"
116,2006,344,1.07,1.94,0.0942,"1976-2021","England","All"
116,2007,372,0.85,1.72,0.0949,"1976-2021","England","All"
116,2008,400,1,1.87,0.0944,"1976-2021","England","All"
116,2009,470,1.09,1.96,0.0941,"1976-2021","England","All"
116,2010,485,1.08,1.94,0.0942,"1976-2021","England","All"
116,2011,485,1.15,2.02,0.0941,"1976-2021","England","All"
116,2012,491,0.84,1.71,0.0946,"1976-2021","England","All"
116,2013,517,1.18,2.04,0.094,"1976-2021","England","All"
116,2014,557,0.88,1.74,0.0945,"1976-2021","England","All"
116,2015,598,0.91,1.77,0.0944,"1976-2021","England","All"
116,2016,615,0.96,1.83,0.0943,"1976-2021","England","All"
116,2017,664,1.07,1.94,0.0941,"1976-2021","England","All"
116,2018,701,1.54,2.41,0.0937,"1976-2021","England","All"
116,2019,715,1.17,2.03,0.0939,"1976-2021","England","All"
116,2020,602,1.31,2.17,0.0939,"1976-2021","England","All"
116,2021,666,1.06,1.93,0.0942,"1976-2021","England","All"
118,1992,5,2,2.58,0.0206,"1976-2021","England","All"
118,1993,5,1.65,2.23,0.0226,"1976-2021","England","All"
118,1994,6,1.72,2.3,0.022,"1976-2021","England","All"
118,1995,6,1.59,2.17,0.0228,"1976-2021","England","All"
118,1996,5,1.37,1.95,0.0264,"1976-2021","England","All"
118,1997,5,1.33,1.91,0.0273,"1976-2021","England","All"
118,1998,6,1.65,2.24,0.0223,"1976-2021","England","All"
118,1999,6,1.91,2.49,0.0203,"1976-2021","England","All"
118,2000,7,1.87,2.45,0.0206,"1976-2021","England","All"
118,2001,7,1.63,2.21,0.0225,"1976-2021","England","All"
118,2002,8,1.77,2.35,0.0214,"1976-2021","England","All"
118,2003,10,1.73,2.31,0.0213,"1976-2021","England","All"
118,2004,10,1.39,1.97,0.0251,"1976-2021","England","All"
118,2005,9,1.54,2.12,0.0231,"1976-2021","England","All"
118,2006,8,1.43,2.01,0.0247,"1976-2021","England","All"
118,2007,16,1.13,1.71,0.0297,"1976-2021","England","All"
118,2008,18,1.04,1.62,0.0293,"1976-2021","England","All"
118,2009,19,0.86,1.44,0.034,"1976-2021","England","All"
118,2010,21,0.76,1.34,0.0344,"1976-2021","England","All"
118,2011,23,1.02,1.6,0.0282,"1976-2021","England","All"
118,2012,21,1.11,1.69,0.0291,"1976-2021","England","All"
118,2013,23,1.56,2.14,0.0217,"1976-2021","England","All"
118,2014,24,1.56,2.14,0.0215,"1976-2021","England","All"
118,2015,22,1.53,2.11,0.0222,"1976-2021","England","All"
118,2016,24,1.24,1.82,0.0253,"1976-2021","England","All"
118,2017,22,1,1.59,0.0294,"1976-2021","England","All"
118,2018,24,1.06,1.64,0.0281,"1976-2021","England","All"
118,2019,24,1.43,2.01,0.0231,"1976-2021","England","All"
118,2020,24,1.39,1.97,0.0232,"1976-2021","England","All"
118,2021,23,1.32,1.91,0.0263,"1976-2021","England","All"
119,1977,26,2,1.55,0.0465,"1976-2021","England","All"
119,1978,29,1.92,1.47,0.0452,"1976-2021","England","All"
119,1979,40,2.6,2.15,0.0267,"1976-2021","England","All"
119,1980,42,2.33,1.88,0.0309,"1976-2021","England","All"
119,1981,43,2.31,1.86,0.0308,"1976-2021","England","All"
119,1982,44,2.56,2.11,0.028,"1976-2021","England","All"
119,1983,50,2.55,2.1,0.0266,"1976-2021","England","All"
119,1984,55,2.59,2.14,0.0262,"1976-2021","England","All"
119,1985,57,2.18,1.73,0.0338,"1976-2021","England","All"
119,1986,69,2.34,1.89,0.0303,"1976-2021","England","All"
119,1987,77,2.55,2.1,0.0281,"1976-2021","England","All"
119,1988,88,2.56,2.11,0.0266,"1976-2021","England","All"
119,1989,96,2.57,2.12,0.026,"1976-2021","England","All"
119,1990,119,2.22,1.77,0.0296,"1976-2021","England","All"
119,1991,127,2.82,2.37,0.0234,"1976-2021","England","All"
119,1992,149,2.8,2.35,0.0235,"1976-2021","England","All"
119,1993,156,2.58,2.13,0.0253,"1976-2021","England","All"
119,1994,176,2.75,2.3,0.0239,"1976-2021","England","All"
